0	36
0	54
0	55
0	58
0	59
0	60
0	62
0	66
0	84
0	85
0	86
0	105
0	109
0	110
0	114
0	115
0	116
0	122
0	123
0	124
0	131
0	132
0	133
0	134
0	136
0	140
0	141
0	142
0	143
0	144
0	145
0	146
0	148
0	160
0	161
0	162
0	203
0	239
0	240
0	260
0	263
0	288
0	317
0	319
0	321
0	337
1	0
1	60
1	61
1	86
1	89
1	105
1	109
1	110
1	114
1	116
1	117
1	122
1	125
1	126
1	132
1	134
1	136
1	140
1	142
1	143
1	144
1	145
1	148
1	157
1	158
1	162
1	203
1	263
1	319
1	337
1	338
2	0
2	54
2	60
2	94
2	97
2	99
2	105
2	110
2	116
2	117
2	122
2	134
2	142
2	148
2	224
2	228
2	313
2	319
2	320
2	321
2	326
2	327
2	328
2	329
2	330
2	345
2	348
2	349
2	350
3	36
3	37
3	64
3	148
3	286
3	288
3	319
4	36
4	37
4	64
4	286
4	288
4	319
5	0
5	303
5	304
5	320
5	321
6	0
6	5
6	7
6	148
6	149
6	319
6	320
6	321
6	345
6	348
6	349
6	350
7	149
7	150
7	319
8	0
8	26
8	37
8	54
8	89
8	109
8	134
8	148
8	228
9	0
9	26
9	42
9	53
9	89
9	105
9	109
9	110
9	117
9	122
9	126
9	132
9	134
9	136
9	140
9	142
9	148
9	263
10	0
10	32
10	99
10	105
10	109
10	110
10	148
10	162
10	213
10	214
10	319
11	0
11	32
11	109
11	110
11	136
11	148
12	14
12	117
13	14
13	117
14	0
14	26
14	54
14	89
14	109
14	110
14	117
14	118
14	122
14	134
14	228
14	319
14	337
15	0
15	32
15	319
16	0
16	32
16	53
16	54
16	148
17	6
18	32
18	105
18	148
18	214
18	218
18	236
18	252
19	0
19	32
19	57
19	60
19	61
19	105
19	110
19	113
19	148
19	319
20	34
20	110
21	0
21	32
21	109
21	110
21	136
21	148
22	0
22	32
22	90
22	105
22	109
22	110
22	136
22	148
22	213
22	214
23	0
23	32
23	86
23	109
23	110
23	122
23	148
23	337
23	338
24	0
24	32
24	37
24	110
24	148
24	203
25	32
25	105
25	148
25	214
25	219
25	222
25	316
26	0
26	30
26	32
26	54
26	105
26	109
26	110
26	122
26	134
26	148
26	319
26	324
26	337
26	338
27	0
27	19
27	32
27	37
27	89
27	108
27	110
27	116
27	148
28	0
28	32
28	37
28	54
28	109
28	110
28	134
28	148
28	228
28	310
28	316
28	319
29	0
29	32
29	54
29	97
29	105
29	109
29	110
29	122
29	134
29	148
29	203
29	227
29	296
29	310
29	316
30	0
30	32
30	39
30	105
30	110
30	122
30	134
30	135
30	148
30	319
30	337
30	338
31	0
31	26
31	39
31	110
31	142
31	148
31	337
32	0
32	5
32	6
32	36
32	105
32	109
32	110
32	122
32	148
32	319
32	324
33	0
33	32
33	148
34	110
35	41
36	0
36	62
36	99
36	131
36	148
36	169
36	319
36	320
36	321
37	36
37	42
37	53
37	89
37	92
37	110
37	148
37	149
37	150
37	263
37	319
38	36
40	41
42	89
42	304
43	48
44	43
44	208
46	37
46	42
46	43
46	44
46	45
46	48
46	49
46	50
46	51
46	53
46	89
46	92
46	99
46	105
46	108
46	110
46	111
46	117
46	120
46	121
46	136
46	148
46	164
46	192
46	197
46	199
46	200
46	202
46	203
46	207
46	208
46	210
46	212
46	213
46	214
46	222
46	231
46	236
46	237
46	238
46	263
46	282
46	296
46	304
46	316
46	319
46	323
47	37
47	54
47	110
47	316
48	42
48	53
48	89
48	117
48	282
49	50
49	52
49	105
49	214
49	319
50	105
50	214
51	105
51	282
52	41
52	54
52	110
52	113
52	174
52	203
52	208
52	214
52	263
52	319
53	42
53	43
53	44
53	51
53	89
53	99
53	105
53	110
53	117
53	136
53	231
53	237
53	263
53	282
54	110
55	56
55	89
55	90
55	99
55	105
55	110
55	131
55	132
55	134
55	136
55	213
55	214
55	263
55	319
56	214
56	263
57	61
57	105
57	110
58	37
58	54
58	59
58	60
58	61
58	99
58	105
58	110
58	214
58	221
58	222
58	223
58	228
58	306
58	319
59	214
60	57
60	61
60	148
61	105
61	110
62	63
62	64
62	65
62	66
62	203
62	239
62	240
62	337
63	64
63	66
63	337
64	36
64	62
64	105
64	109
64	110
64	324
65	64
65	197
65	200
65	203
65	335
65	337
65	339
65	340
65	341
66	64
67	64
67	89
67	110
68	42
68	67
68	89
68	117
68	120
68	263
69	67
69	89
69	263
70	64
70	89
71	42
71	67
71	89
71	263
72	73
72	89
72	263
73	64
73	89
73	110
73	263
74	73
74	89
74	263
75	77
75	99
75	105
75	110
75	136
75	263
76	78
76	105
76	122
77	64
77	99
77	110
77	263
78	64
78	105
79	77
79	99
79	110
79	263
80	78
80	105
81	82
81	110
81	142
82	64
82	110
82	142
83	82
83	110
83	142
84	54
84	85
84	86
84	89
84	90
84	94
84	97
84	99
84	105
84	109
84	110
84	113
84	117
84	121
84	122
84	125
84	126
84	132
84	134
84	136
84	146
84	174
84	178
84	197
84	201
84	203
84	263
84	319
84	337
85	113
85	203
85	214
85	226
85	263
86	337
86	338
87	89
87	108
87	110
88	91
88	107
88	109
88	203
88	334
89	108
89	110
89	332
90	105
90	331
92	87
92	89
92	108
92	110
93	91
93	98
93	99
93	304
93	334
94	90
94	98
94	99
94	101
94	102
94	105
94	107
94	109
94	110
94	201
94	203
94	207
94	208
94	210
94	304
95	88
95	101
95	107
95	203
96	88
96	102
96	107
96	203
97	89
97	90
97	92
97	94
97	98
97	99
97	100
97	101
97	103
97	104
97	105
97	107
97	109
97	110
97	111
97	113
97	174
97	199
97	201
97	203
97	207
97	208
97	210
97	212
97	222
97	224
97	236
97	296
97	319
98	99
98	332
99	98
99	101
99	102
99	107
99	109
99	110
99	208
99	332
100	99
101	107
101	203
101	332
102	107
102	203
102	332
104	87
104	89
104	105
104	108
104	110
105	89
105	90
105	99
105	100
105	101
105	103
105	107
105	109
105	110
105	111
105	174
105	183
105	212
105	236
105	296
105	332
106	99
106	100
106	110
107	109
108	107
108	109
108	110
108	334
110	0
110	36
110	109
110	148
110	334
111	109
111	110
111	199
111	304
111	319
111	337
111	339
113	36
113	112
113	148
113	319
114	36
114	37
114	54
114	62
114	64
114	72
114	74
114	89
114	92
114	104
114	105
114	109
114	110
114	115
114	116
114	214
114	221
114	222
114	223
114	263
114	306
114	319
115	214
115	263
116	89
117	42
117	89
117	120
118	54
118	89
118	105
118	109
118	110
118	117
118	119
118	120
118	126
118	132
118	133
118	134
118	160
118	162
118	228
118	319
119	89
119	117
119	120
121	89
121	117
122	54
122	89
122	105
122	109
122	110
122	117
