name,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness Centrality,Betweenness Centrality,in_degree,out_degree,degree,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,bug
org.apache.ivy.Ivy,84.0,395.0,6972.0,5.6655192375183105,1.0,1.1904761791229248,84.46808624267578,21.494314193725586,3288.5,0.9433448314666748,2307.4814453125,33.096405029296875,0.392045454545454,0.203979583991353,44.0,46.0,90.0,0.3379676698300755,-0.10419954762587452,0.525752425724552,0.12562513298648134,0.023660396105085704,0.3777044546718308,-0.04426170888698806,0.1545389548581252,0.07024403621497001,0.027128328387196973,0.3483414872277802,-0.10916041549365015,-0.10511565349153558,-0.16613285878414913,-0.029749832243416534,-0.16082062585776635,0.0894211892938552,0.1791211609656031,0.11321839098009205,-0.05140471800719577,-0.2124237096774788,0.022272548755488356,-0.09112083643859843,-0.15498565373891554,0.06877889834548245,0.019174899443865114,-0.08368297688868456,-0.003797953885660109,-0.05393215122129756,-0.1004613317667275,-0.01349289209627069,-0.22483752335135587,0
org.apache.ivy.Ivy14,31.0,124.0,930.0,13.333333015441895,1.0,3.225806474685669,72.55319213867188,27.678571701049805,403.0,0.8666666746139526,0.0,0.0,0.374054054054054,0.0,0.0,31.0,31.0,0.33876891667256537,0.08129010800703818,0.058909397937193096,-0.3212510454665453,-0.22985568416016178,0.16493320252465452,-0.21817830321786444,0.002911405764856019,0.08390512410067694,-0.020384378804174215,0.35599058506071124,-0.30407175067296965,-0.18041181809102158,-0.0655263872777524,0.0596691510421517,0.01730584605306662,0.006739356885171383,0.043844101257333346,-0.19552963706001397,0.1380304537158624,0.16938903467794572,-0.13292581907261783,-0.02987096816221263,-0.006725471492996455,-0.0036389393950082252,-0.37498106954132027,-0.2516831924414863,-0.12723848346629474,-0.011226353254105245,-0.009224937459856787,0.1560795710113921,-0.16025020980729726,0
org.apache.ivy.Main,29.0,61.0,812.0,7.512315273284912,2.0,6.896551609039307,68.0851058959961,34.33476257324219,375.5,0.924876868724823,0.0,0.0,0.361025641025641,0.0,0.0,29.0,29.0,0.20131349111296995,-0.15631926803226484,0.03445113704707227,-0.18036255874593918,0.038070224547768435,-0.04537642810659,-0.17626740792185158,-0.08875226640854282,-0.24465781324224592,-0.2540608655913658,0.1409627313075628,0.12896399412602452,-0.17368231438030846,-0.17684139690664175,-0.18945062537363544,0.03530398601955251,0.2471893100612619,0.3635485677653555,-0.005352143212482123,0.19818337642306394,0.20391765644430468,0.19361205132419015,-0.11484860534189181,-0.02924539331409285,-0.1703261922214988,-0.30089909510513163,-0.00837921665710549,0.219208749023832,0.03960351440619504,0.282908838275495,-0.11325526314334285,-0.1076368132713178,1
org.apache.ivy.ant.AntBuildTrigger,7.0,10.0,42.0,23.809524536132812,1.0,14.285714149475098,45.74468231201172,65.34954071044922,16.0,0.761904776096344,0.0,0.0,0.30438596491228,0.0,0.0,7.0,7.0,0.13215956030782142,-0.07935291180704211,0.03295411505571886,-0.2813046287555947,0.1235684554214261,-0.09020264865615321,0.04877716084488487,0.23905689463397434,0.3468944209425576,-0.005426276937585352,-0.029879485059670453,0.37622609584574507,-0.06315518350458423,-0.048657505785057655,-0.19768589753288388,-0.11383430600589821,-0.10143559536790868,0.05328134812683659,-0.07990548187549935,-0.05749670452774643,-0.18980343669520436,-0.155192461235371,0.11896981229234008,-0.1492117155909402,-0.15632880079910447,0.17894441908255235,0.35412780935370536,-0.3382689189623543,-0.24408666599749299,0.06640214103094436,-0.083155898415274,-0.07311648638976073,0
org.apache.ivy.ant.AntCallTrigger,6.0,5.0,30.0,16.66666603088379,2.0,33.33333206176758,32.12765884399414,69.26605224609375,12.5,0.8333333134651184,0.0,0.0,0.261295180722891,0.0,0.0,6.0,6.0,0.11392055046154309,-0.0580643481208428,0.03563340444668153,-0.2185093702609014,0.12466895145618777,-0.037183191386766096,0.039695411453618455,0.1578179499064632,0.3880844296932554,-0.015396787980118678,0.009535509390537985,0.3986921193061255,-0.11185008795293869,-0.015784894863840732,-0.21492219553704633,-0.11154588582558977,-0.10888708635871817,0.13967749180367134,-0.09259153571630585,-0.06845215359855876,-0.15599386443519137,-0.17920223154779183,0.131007989405293,-0.10664778674559106,-0.12692625257621123,0.1672625338060005,0.33364315807158723,-0.33956559427400784,-0.30739271842947963,0.058699063174662267,-0.10194182905871821,-0.03596933212355178,0
org.apache.ivy.ant.AntMessageLogger,8.0,11.0,56.0,19.64285659790039,1.0,12.5,24.46808433532715,65.71428680419922,22.5,0.8035714030265808,6.333333492279053,11.309523582458496,0.284893267651888,0.000264259826932784,2.0,6.0,8.0,0.09392506728404966,-0.09702401441892845,0.06753899405659439,-0.2243183855341893,0.11113041323237623,-0.1076755579558831,-0.03115592692004666,0.16237110085248482,-0.09786223670886852,-0.16970421204999522,0.23042798987182217,0.2974186450310443,-0.1401886357324705,0.06100078856617677,-0.0013930014491561429,0.04622578188526323,0.33778122636009805,-0.06167651310564723,0.33370198893590286,0.33704848279416466,-0.16135794879788254,0.3099716868168597,-0.03354325787523892,0.03242075636259895,0.1539464765294959,-0.1401077226763926,-0.18080916415967935,0.12119375575220134,-0.19679216770427624,0.1838287697065617,-0.07499807981903152,0.1848040988108849,0
org.apache.ivy.ant.IvyAntSettings,16.0,24.0,240.0,10.0,4.0,25.0,47.021278381347656,54.29975509643555,108.0,0.8999999761581421,47.16666793823242,19.65277862548828,0.331450094161958,0.00542560032375393,4.0,14.0,18.0,0.09824131751171329,-0.11122692090965551,0.09888708339892341,-0.25422704587777034,0.25084262382593525,-0.1139840510222593,-0.013521828601798994,0.12491358128509318,-0.27124856509643275,-0.35617126855072656,0.19916531520173622,0.3180138286210865,-0.12823355420353225,-0.08699234821322192,0.04666020809750865,0.049236380189056676,0.27152358191807396,0.06787844981188075,0.07072835681605262,0.3991265487822199,-0.029316249257876667,0.11396089672730438,-0.1548938208202853,-0.04579488327909164,-0.06800153503581954,-0.1621393364408828,0.006012579150448345,-0.10673258265832362,0.27334802443714556,0.10992937574118028,-0.14471310696722692,0.09674997610131707,0
org.apache.ivy.ant.IvyAntVariableContainer,4.0,4.0,12.0,33.33333206176758,1.0,25.0,24.46808433532715,85.18518829345703,4.0,0.6666666865348816,1.0,8.333333015441895,0.224529526281635,9.07317515764641e-06,1.0,3.0,4.0,0.11379205926680316,-0.09131672059963211,0.08801410469316233,-0.24055000165393847,0.308884334174785,0.02617524553122968,0.12293653666908551,0.16615746308757673,-0.13519452370453505,-0.21762379927954464,0.0981972822668572,0.497274145200547,-0.24880301940151647,-0.03044565634241171,-0.01168771106748141,-0.017704167108901193,0.05453130545519159,-0.017136832798148264,0.20908090780340194,0.14055187805852473,-0.08425000052756328,-0.32884877215405417,-0.02235456932494706,0.11454536155823818,-0.10626957694527184,-0.1128255477846542,0.15794429861323966,-0.19708871479183057,0.006059898336183893,-0.15623540122737317,0.2246590413617254,0.17353833992980874,0
org.apache.ivy.ant.IvyArtifactProperty,9.0,15.0,72.0,20.83333396911621,1.0,11.11111068725586,49.1489372253418,50.993377685546875,28.5,0.7916666865348816,0.0,0.0,0.33085501858736,0.0,0.0,9.0,9.0,0.2801034189004051,-0.09898765621586973,0.1289036897141154,-0.4394335100042206,-0.10013257851328432,-0.10511243116806404,-0.32335623812834796,-0.03641022297261268,-0.11392929680892795,0.15282899724510804,-0.1931834409311994,0.0073748197750662945,0.029860184009450147,0.08877238491439887,-0.15415930357608768,-0.3153310736068394,0.030859576639212433,0.25188127676638655,0.10596196308812096,0.03785556737361581,-0.11889697936916234,0.05912315240187013,-0.07704253095239684,-0.2598569268936598,0.07498933288810714,-0.3573036615230503,0.185404320028583,-0.11680854868263818,-0.05883181749421424,0.05908978593161687,0.0262728043764605,-0.1108225276864048,0
org.apache.ivy.ant.IvyArtifactReport,18.0,85.0,306.0,27.77777862548828,1.0,5.55555534362793,63.82978820800781,30.030029296875,110.5,0.7222222089767456,0.0,0.0,0.357071213640922,0.0,0.0,18.0,18.0,0.451025553972067,0.10244790395084008,0.07547340159976289,-0.40356217263382566,-0.2908590804837844,-0.009731077008239039,-0.26558963490687393,-0.16839082945416112,-0.06573040977221796,0.0865767805050888,-0.18507199893584628,-0.1362550249360986,-0.04168497340663795,-0.15112484375303947,0.12219314685700726,0.2252926665526003,0.2074858759593845,0.17516055128287128,0.011764066590029989,-0.09840930734543313,-0.022451775802951875,-0.1844249297908762,-0.10742094840549755,-0.12117221174407102,0.21614224482865527,-0.16295741159629828,-0.08078475959599629,0.1114874786107467,0.18012470079720116,0.09486218723892907,-0.019703552257309805,0.026155158996248692,0
org.apache.ivy.ant.IvyBuildList,11.0,30.0,110.0,27.272727966308594,1.0,9.090909004211426,62.34042739868164,38.50197219848633,40.0,0.7272727489471436,0.0,0.0,0.342691190706679,0.0,0.0,11.0,11.0,0.3317654977568462,-0.26687464344318124,-0.2048210144177944,-0.48301233832581647,-0.01811987443248378,-0.10528146918515184,-0.0027873173417083848,0.11658586564868732,-0.2030755182296268,0.2938498056471545,0.196475937376599,-0.10636502361721432,0.08303983034193528,0.14123488616021265,0.025847538635595812,0.06640944868344079,0.13873294161933233,-0.045379156561087326,0.07267614120510235,0.1674440285852099,0.14421211679522725,0.15050322975578043,-0.020683695381744527,0.14500798947424973,0.08872868378570618,0.20347012179547275,-0.1775392969648684,-0.2665489639247088,0.018522766221256128,-0.14362646601903298,-0.12681748447279795,0.024390512826037592,0
org.apache.ivy.ant.IvyBuildNumber,8.0,14.0,56.0,25.0,3.0,37.5,50.63829803466797,51.072959899902344,21.0,0.75,0.0,0.0,0.326605504587156,0.0,0.0,8.0,8.0,0.25245714608989256,-0.11777465333696494,-0.09192451744908402,-0.5162054803367818,-0.1291993837247497,-0.13535467843478075,-0.07623202259642008,0.18145823970510724,-0.15401608084899093,0.1054650473833245,-0.01356737319386237,-0.16151521404177574,0.028618668313721528,0.06556864033267797,0.1989867397866972,-0.18789474755525995,0.19738063788119256,-0.14354012942698685,0.10166270867288474,0.23498775350399118,-0.12615303095093713,0.16664122152406483,0.11400238859256659,-0.04564861758358363,0.28176049940115977,0.06668830595265818,-0.10812309546943731,-0.05179463922225979,0.23949468615401906,-0.0824054652586082,-0.2878997426513785,-0.05886540312902476,1
org.apache.ivy.ant.IvyCacheFileset,2.0,1.0,2.0,50.0,1.0,50.0,8.510638236999512,85.10638427734375,0.5,0.5,0.0,0.0,0.229434447300771,0.0,0.0,2.0,2.0,0.1963996645669094,0.2208984101689386,0.1743293327233278,-0.10800824665239853,-0.2151313566527285,0.13636037575564,-0.2756081869296731,-0.2878188865568463,-0.1463014578226074,-0.05132415067463072,-0.29482201910724476,0.10913796933118307,-0.12321377256396529,-0.10254464469550521,-0.11563541803005702,0.32199590663662253,-0.11927931050492183,0.08038603370502433,0.2949287675948572,-0.16703849658770797,0.08353818329798998,0.20416797309789556,0.034030912369667134,-0.07528599816079372,-0.1666753060875484,-0.21970719279700598,0.1441943112896248,0.11714181068473331,-0.023566721949818063,-0.2338479098495717,0.14552400718874894,-0.05685781218874859,0
org.apache.ivy.ant.IvyCachePath,2.0,1.0,2.0,50.0,1.0,50.0,8.510638236999512,85.10638427734375,0.5,0.5,0.0,0.0,0.229434447300771,0.0,0.0,2.0,2.0,0.19639966456690927,0.2208984101689385,0.17432933272332762,-0.10800824665239847,-0.21513135665272864,0.1363603757556394,-0.2756081869296736,-0.2878188865568454,-0.14630145782260714,-0.05132415067463072,-0.2948220191072458,0.10913796933118429,-0.12321377256396357,-0.10254464469550378,-0.11563541803005706,0.32199590663662175,-0.11927931050492507,0.08038603370501839,0.29492876759486203,-0.16703849658770895,0.08353818329799181,0.20416797309789236,0.034030912369665905,-0.07528599816079784,-0.1666753060875493,-0.21970719279700637,0.1441943112896213,0.11714181068473137,-0.023566721949816405,-0.23384790984956885,0.14552400718875236,-0.056857812188748795,0
org.apache.ivy.ant.IvyCacheTask,15.0,45.0,210.0,21.428571701049805,1.0,6.666666507720947,59.36170196533203,40.72992706298828,82.5,0.7857142686843872,23.0,10.952381134033203,0.296173044925124,0.00318367634976082,2.0,13.0,15.0,0.2992581476205302,-0.019217796843924745,0.21113487037935835,-0.3912126897426022,-0.21862316348974892,-0.08560972939153233,-0.34922394971638965,-0.2682879534618416,-0.11604733107645265,0.04583229596644783,-0.2142280941205694,0.027381879072076135,0.005398877536520063,0.15317449198639124,-0.1838510776349219,-0.052313700217037455,-0.04402694156567068,0.2974074397048389,0.23315212289298207,-0.08603901112773839,0.044005671247748596,0.06118838059402609,0.010935562573569304,-0.17603093229413502,0.0064564662490707424,-0.3087410698714663,0.17106014427107138,0.03680456538613136,-0.07471999721634916,-0.12635979185847318,0.05746198607783864,-0.037130535813059855,0
org.apache.ivy.ant.IvyCheck,3.0,4.0,6.0,66.66666412353516,1.0,33.33333206176758,33.61701965332031,72.8110580444336,1.0,0.3333333432674408,0.0,0.0,0.286176232821341,0.0,0.0,3.0,3.0,0.17051714977274374,-0.1391430549993117,0.026009520118010693,-0.49011690473835073,0.10548428290872965,-0.20452546763608032,-0.14115872498919282,0.1688939841140107,-0.11260055482646883,-0.002786510583095359,0.24392625605837145,0.10101319246231492,-0.04808870679964403,0.22690050297347167,0.008484396554962633,-0.1356398148496037,0.15307694942486297,-0.12706805647498395,0.2679079768128163,0.14771979339337746,-0.05456903346542816,0.1905761117027144,0.06363792778949927,0.11397452640699604,0.10024267040786483,-0.006868750785523003,-0.05723324631979016,-0.27910537947174513,0.26688859992107083,-0.15623417529835243,-0.20977467036695363,0.18487744840041803,0
org.apache.ivy.ant.IvyCleanCache,5.0,6.0,20.0,30.0,1.0,20.0,36.59574508666992,63.003662109375,7.0,0.699999988079071,0.0,0.0,0.327777777777777,0.0,0.0,5.0,5.0,0.20252536588806397,-0.05187009436287103,0.08623348078258775,-0.394862790705664,-0.022827433636810137,-0.22859047698709295,-0.20110200700469658,0.2781877192890631,-0.2492792000184013,0.08869952006388393,-0.06011655217760254,0.004531537200716682,0.16602063747083975,0.1552819295694644,-0.03371060352142842,-0.10845973593870929,0.16576306915423192,-0.07865614685902585,0.1562781014218415,0.15611437065282802,-0.16404178609194017,0.36411791595331705,-0.16095039516897194,-0.12551042473701732,0.2273614977449583,-0.05926213355184467,-0.008294506074971451,-0.27087780966661695,0.22002649443698466,0.10316514436671813,-0.04140635914180514,-0.10531517481038861,0
