name,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,bug
org.apache.tools.ant.AntClassLoader,0.2797782352916945,0.05920539727188873,-0.0378170565112058,0.0033121471550481,-0.0745897261397011,0.0180294238199706,0.08576902975066802,0.2090940351595893,-0.3642261403749599,0.21268412836889106,0.18952883322610697,0.1808765675767248,-0.05470665372979943,-0.28892899796961063,-0.11879222823518004,0.05242241656785529,0.233582988091782,0.008465972467273245,-0.1607052909067415,-0.05128206651661062,0.14131118850837515,0.23876865933842126,0.16246295530099433,0.14425618190068054,-0.2378016472717656,-0.11635432880682695,0.024038306965675417,0.28759677537134715,-0.2513599238153763,0.18778027175638168,-0.22549089876859077,-0.002831614879374999,1
org.apache.tools.ant.AntTypeDefinition,0.1548779973345568,-0.0974453959576815,-0.07152669402678623,0.11036622665751784,-0.32170231611114436,0.3926393398482903,-0.15973093127475946,0.026080627550159375,-0.0730245469832835,-0.1522240377127514,-0.0673004242664078,0.2143116550824255,0.10572087269779944,0.09767783014248108,-0.2240170876363154,-0.10176709798761607,-0.20124131592010266,0.011098067717395825,-0.041100686309788324,-0.06878984608913136,0.08422266772685394,-0.3835456712347303,-0.1647413326635464,-0.005969582247254733,-0.038451745146063004,0.14415630395562362,0.31504903199908196,0.18471407875721602,0.07244982652403653,0.2807950475411764,0.059521116037970334,0.182908743643759,0
org.apache.tools.ant.BuildEvent,0.0872466053623633,-0.06242452351527284,-0.02926777372176164,0.017228708223540987,-0.185740362186526,0.2076104689167182,-0.19657699875732465,0.06775166437351698,-0.08057284904338413,0.08325516048162096,-0.005899894992813474,0.11172012243002481,-0.04847081247554191,-0.10839695756527443,-0.025461914730335114,0.026104123909927453,0.11201479099476841,-0.003954474484237994,0.3459132202562233,0.4590336581864634,-0.10306727976618338,0.31505152618547205,0.2631653027840154,0.07337442618019999,0.3819899221073774,-0.26718705020144257,-0.1744502567601831,-0.00290259732517387,-0.04544159466020584,0.08159958302750533,-0.2026025666902505,-0.012885793785367907,0
org.apache.tools.ant.BuildException,0.5966600754632103,0.5221295486899299,-0.05242999194591573,0.054224635922137554,-0.1250552349648814,0.19587838841544855,0.2118148317988509,-0.16083657622166142,0.20148556207961166,-0.002564886947498561,0.11309804471213639,-0.03689995336949798,0.13132728883783035,-0.08049324086436214,0.2989442041145364,0.014813932594649434,0.024603960731546366,-0.008780566937714276,-0.13956309976067788,0.04500600480268067,0.033410051953635486,-0.03530228271671534,-0.1087817871896399,0.06363080169744856,0.05020981139725528,0.07563456740687045,-0.05087718661835421,-0.0954836645312228,0.03591909878512283,-0.04584599316261465,0.09445423059212876,-0.013665187435549245,0
org.apache.tools.ant.BuildListener,0.09098083625975936,-0.03669377510137778,-0.016778073587055572,0.02257045504453003,-0.16947004742040642,0.18975420600268,-0.15866748846713977,0.08051005073426533,-0.09965319268179906,0.09972880050086426,0.004831595272278329,0.10898517087034382,-0.08346638114399525,-0.11673959287037475,0.020298743865497425,0.01661503467101557,0.08064391147529482,-0.0014963621997660362,0.30750394407530673,0.44973065562318576,-0.09592653852970402,0.3096228087554872,0.257643404078174,0.10051847021120319,0.4078886169780008,-0.2500193258770964,-0.13041122858400142,-0.029856063257173764,-0.030861935515479142,0.05629942308995916,-0.3068675420994063,0.10097146032452672,1
org.apache.tools.ant.BuildLogger,0.06622687869288224,-0.0062695133685187615,-0.032102970601802505,0.031848068291105903,-0.15903194098786588,0.22301633894463,-0.19725593026248348,0.05353417173567798,-0.05851599047395737,0.07947372982096647,-0.03158862230199163,0.1010265454055948,-0.03667769179421576,-0.0674262444505088,-0.032703207198897855,0.034785022896627,0.09801519939644637,-0.0068253335296546425,0.33573576806764965,0.3771057619272895,-0.09339661255962264,0.3677583736885847,0.2448814542659736,0.06877018813083165,0.45238019205186675,-0.27251957270731375,-0.15359531691876976,-0.07441598440739408,-0.030318016877734243,0.10648679881200984,-0.23240916393801697,0.006942223357980355,0
org.apache.tools.ant.ComponentHelper,0.17960802588996116,-0.14448072813990653,-0.08962634285581836,0.12385197756502697,-0.36375524216391353,0.44384109662917176,-0.27861127277509423,0.023566703179395715,-0.028910055442730256,-0.2524189716448978,-0.024935091355961357,0.19580931642351024,0.15040701120188568,0.1431526503813868,-0.3356180934310127,-0.08317294397074582,-0.11886485255959986,0.016012455816024,-0.07821942962890975,-0.1970641357955753,0.06348725294828211,-0.23542891652627027,-0.24483608644698934,-0.031164794610129984,-0.1577290677730564,0.0649393602408679,0.08704501623514915,0.12178798833051607,-0.007810873506496431,0.11061435029064304,0.04472125846412884,0.06559618369912969,0
org.apache.tools.ant.DefaultLogger,0.08535538531617848,-0.09697003332149967,-0.06887646156575462,0.03371098654327459,-0.19793702158571155,0.2439628378101248,-0.20546574623252917,0.031997681733597225,-0.023127204326743336,0.04411120949146146,0.043367272239027775,0.09591084878210564,-0.03446278613905196,-0.047207029373786555,-0.0755801365409741,0.04026485948396847,0.16283713936494543,0.004883029632496214,0.4189936170455406,0.39641128321291613,-0.07826605206267499,0.43913598565700646,0.2263011658808058,0.11420177228439031,0.25061678947966,-0.2485005497501537,-0.09593149759260473,-0.10739561889916498,-0.021627805113653815,0.018408758519712503,0.08418363944887755,-0.18850663737320428,1
org.apache.tools.ant.DemuxInputStream,0.12890955965266127,-0.3964968326675768,-0.10265137136716847,0.0035286943318394433,-0.1985884966345801,0.23477462610504388,-0.1021922912704246,0.07647033334750881,-0.003600103706274945,-0.0009832181237217283,0.0807025108060419,-0.013066553297932177,-0.14600136501460786,0.0007118561277857406,0.08365441462788625,-0.08462470807965812,-0.26244080151461485,-0.0038059855229471157,0.3410873016812804,0.2559512378512781,-0.08205427999227463,0.07137780720041235,0.07806920737883347,0.12601440075262516,0.25811709093220975,-0.12827412587799444,0.0742210955756458,-0.1393461622842537,0.05810482750633437,-0.03307841633332326,-0.5079845069432355,0.08680255816154415,0
org.apache.tools.ant.DemuxOutputStream,0.12890955965266113,-0.3964968326675764,-0.10265137136716834,0.003528694331838954,-0.19858849663457936,0.23477462610504837,-0.10219229127042483,0.07647033334751151,-0.0036001037062757353,-0.0009832181237317615,0.08070251080603376,-0.01306655329792825,-0.14600136501459302,0.0007118561277705706,0.08365441462788582,-0.0846247080796622,-0.26244080151460325,-0.0038059855229440214,0.3410873016812821,0.2559512378512679,-0.08205427999227352,0.07137780720041792,0.07806920737884246,0.1260144007526238,0.2581170909322117,-0.12827412587798673,0.0742210955756458,-0.13934616228425037,0.05810482750634455,-0.03307841633331645,-0.5079845069432471,0.0868025581615505,0
