name,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness Centrality,Betweenness Centrality,in_degree,out_degree,degree,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,bug
bsh.ASCII_UCodeESC_CharStream,3.0,3.0,6.0,50.0,1.0,33.33333206176758,9.722222328186035,62.5,1.5,0.5,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.2916341349918423,-0.023548818186444546,-0.5526974765611509,-0.02076444067260861,0.01470120495116062,-0.006798168531818909,0.0014833436007076093,-0.012545164862514693,0.027970282521691488,0.17929166044949896,-0.43140980048787764,0.04299457313198541,-0.2153864763021948,-0.08597913889924241,-0.0352500252969884,0.026982533803809657,-0.19549733066505798,0.03623080425765897,0.03855119195892029,0.08112234894770479,0.09769217834345152,-0.08270151465995773,-0.23076339735136053,0.22492846563644492,-0.18419664023772356,-0.030224554064525382,-0.007262610264894914,0.08822689827099929,-0.07526275945900954,0.19511471737009717,-0.22052108517206648,-0.16897643247140376,0
bsh.BSHAllocationExpression,18.0,90.0,306.0,29.41176414489746,1.0,5.55555534362793,12.083333015441895,17.025440216064453,108.0,0.7058823704719543,3.134523868560791,1.0243542194366455,0.455621301775147,3.61712738122599e-06,1.0,17.0,18.0,0.4572497772742415,-0.029441856467177435,-0.3108847462110502,-0.011988103421593697,0.004160269742423545,-0.0031998661389871013,0.001373799652433616,-0.0012316048161117434,-0.001328368600655718,-0.04073484163159011,0.17078458810895816,-0.02955139265508997,0.18929167860897264,-0.09167242413190542,-0.03197781325242177,0.01446956840337568,-0.07663054345970655,0.05462643216671862,-0.007144664016516071,0.10378952365134297,0.07784412272634188,0.014278113667510329,0.5392558333032194,-0.3114404923700665,0.28732554557541196,-0.027987199750825052,0.18279295010822816,-0.09279592306251346,0.12300911183878332,-0.24234898499262506,0.05167059240460079,0.020737105005051482,0
bsh.BSHAmbiguousName,16.0,79.0,240.0,32.91666793823242,1.0,6.25,11.666666984558105,19.047618865966797,80.5,0.6708333492279053,11.036110877990723,4.598379611968994,0.405263157894736,5.07605264022327e-05,8.0,8.0,16.0,0.5259524511679993,-0.035729938209452174,-0.15858269825382013,-0.009705658767084202,0.0036879736411596586,-0.005046663814782949,0.00300375013151883,-0.0038088278204526874,-0.008977346067905642,-0.06365083376472563,0.24834648102634457,-0.04177824362132912,0.2952258433747449,-0.17534746801485948,-0.06257121063241625,0.04936001175602705,-0.17937309598637216,0.017388762421591653,0.052072187333653826,0.0013813115208741122,-0.03261828151841018,-0.06194349148770806,-0.4358866678362264,0.2843198434504295,-0.004791501787961427,0.19057748339160183,-0.13758732714914232,0.0019276069720477805,-0.11783028865439385,0.3338320753217133,-0.024758922196015273,0.1133054945246221,0
bsh.BSHArguments,10.0,38.0,90.0,42.22222137451172,1.0,10.0,10.277777671813965,21.20343780517578,26.0,0.5777778029441833,0.2857142984867096,0.3174603283405304,0.371980676328502,1.13146835863493e-07,5.0,5.0,10.0,0.457247443456638,-0.03421225452779482,-0.38174064639250505,-0.0171698649012097,0.012119959073977699,-0.006575571173734913,0.0029583972757240094,-0.010988576522626673,0.004559014385808977,0.02579674684595322,0.019286439724581373,-0.013060961547600228,0.15418373438127317,-0.1794640501324117,-0.06911051321376441,0.047483286279321586,-0.19207666556197428,0.02826870647001325,0.06394038125390232,-0.01101093830299644,-0.028366145208224117,-0.07527283082924315,-0.4864194036421601,0.27441763838116584,0.05018490128706391,0.27430342797205937,-0.16848880738131583,0.054755543719948875,-0.1475862948993232,0.2543178561875401,-0.1425674844756547,0.05440793543761845,0
bsh.BSHArrayDimensions,10.0,37.0,90.0,41.11111068725586,1.0,10.0,10.833333015441895,20.526315689086914,26.5,0.5888888835906982,3.0333333015441895,3.370370388031006,0.401041666666666,3.1486679520522e-06,2.0,8.0,10.0,0.558929358342416,-0.03920557547469279,-0.6947048473505866,-0.025799857380375907,0.01877180464845074,-0.006852090790205348,0.0019666492934597326,-0.012354600309090068,0.011358016633124322,0.06941543171869631,-0.12006340737829106,0.0065928534506100745,0.012683572672824347,-0.08537566166377206,-0.026155190292369616,0.01585572528249629,-0.0622647933537416,-0.009180608563850223,0.017174528550068343,-0.06024621435901317,-0.0444778442555379,-0.015540400610415884,-0.2618561622054477,0.0904831234639985,0.06705135165629753,0.2217042762990412,-0.07142897589275674,0.025745932593460242,-0.027802475929631757,0.138083262450807,-0.0829450740497902,-0.037923270647203536,0
bsh.BSHArrayInitializer,10.0,36.0,90.0,40.0,1.0,10.0,10.833333015441895,20.967741012573242,27.0,0.6000000238418579,3.866666555404663,4.296296119689941,0.396907216494845,9.8291140448766e-06,3.0,7.0,10.0,0.5859088265692661,-0.042661575280368944,-0.6594238034445803,-0.026092787538774007,0.016204114949229857,-0.007390507154534038,0.0026648905864845793,-0.012825419889581583,0.01978789502781501,0.11684110641526162,-0.24022729834064907,0.02137079543524143,-0.07540187659551494,-0.08493564564839891,-0.029027333791223017,0.017109686864221943,-0.07750937942129389,0.007682459821895035,0.008968160618646083,0.0027987616498592414,-0.0008958339187896948,-0.0073353898817400945,0.04634267461478664,-0.07171227405231743,0.24717413414017136,0.22646310875387682,0.029565420216869264,0.0038401789114843017,0.035616832129193636,-0.017351854362938814,-0.044897717053300895,-0.04777621443634202,0
bsh.BSHAssignment,11.0,34.0,110.0,30.909090042114258,1.0,9.090909004211426,10.416666984558105,19.582244873046875,38.0,0.6909090876579285,1.1166666746139526,1.0151515007019043,0.401041666666666,6.49728851351396e-07,1.0,10.0,11.0,0.44820388232595276,-0.032051792894776596,-0.6076952658255105,-0.02264024006364106,0.017334561445812916,-0.006785240806330786,0.0019966810302966603,-0.012311738876204696,0.011821685201361364,0.07035859398420795,-0.1064688122208957,0.0010418811834552117,0.055268565811640656,-0.1679122428393645,-0.07663850388921116,0.05844661749035141,-0.220664405423917,0.04586520328872172,0.09092781276327026,0.10915451036658841,0.02263205893222536,-0.07939254526851254,-0.2878645375987454,0.2542105753153133,-0.3068558384124762,-0.19999745394440216,-0.04333555592026706,0.03999585622131348,-0.006134441447756522,0.003845689730936498,0.06651612015977422,0.05843856826798172,0
bsh.BSHBinaryExpression,12.0,44.0,132.0,33.33333206176758,1.0,8.333333015441895,12.083333015441895,19.550561904907227,44.0,0.6666666865348816,2.116666555404663,1.6035352945327759,0.427777777777777,2.01997934729982e-06,1.0,11.0,12.0,0.508701654026369,-0.02694113610875717,-0.7964615045686234,-0.025063144011748296,0.012809393130951398,-0.005321421105257409,0.00173630249653632,-0.0025372432249400694,0.005624634513252934,0.036007170576483366,-0.06534472364561365,0.0010065922179612135,-0.016026465003740394,-0.029786071555606506,-0.004015679059600499,0.010150544381989299,-0.028077074720649454,-0.00012889551798665256,-0.021315841597940147,0.028554560837925395,0.016250993737762925,0.023878837691538243,0.22647905448168132,-0.12112117655402435,0.08456442791825111,0.016605117780266212,0.08484784605430883,-0.05155113136138899,0.06202564474658324,0.021039433412189244,0.07915639519602201,-0.04193999111929703,0
bsh.BSHBlock,14.0,63.0,182.0,34.61538314819336,1.0,7.142857074737549,11.94444465637207,19.026548385620117,59.5,0.6538461446762085,10.126190185546875,5.563840866088867,0.411764705882353,0.00100646208119982,5.0,9.0,14.0,0.5109073978511594,-0.019696950229905405,-0.5064477094924417,-0.00831332156255607,0.0047644383777667824,0.0039055908103093344,-0.005497699325322958,0.01383340711762021,0.004142660616760109,0.014012276170841494,-0.140517464480363,0.03321978895709152,-0.2727209743435104,0.2924507109655054,0.11768350154043902,-0.07340817714345316,0.33792345017400427,-0.08492075612709372,-0.0780845070606425,-0.1899690052421776,-0.0848811247558002,0.09468055408934878,-0.15571485357350212,0.01379212822453879,-0.2013245427010686,-0.06814895210486872,-0.110850523446743,-0.006215158492664838,-0.0866045502817904,0.09907169834394902,-0.024338981082101196,0.04424005187576956,0
bsh.BSHCastExpression,16.0,76.0,240.0,31.66666603088379,1.0,6.25,12.083333015441895,17.93814468383789,82.0,0.6833333373069763,13.183333396911621,5.49305534362793,0.432584269662921,0.000120739657228566,3.0,13.0,16.0,0.572801038121781,-0.031493682464827935,-0.6272962381915309,-0.020230321741740057,0.01255159694940677,-0.0049563908263919555,0.0015734095204424808,-0.0010066914044568164,-0.01286476678076252,-0.08348564930935767,0.25070893942602784,-0.03910319351232884,0.209527923837595,-0.017868500270385303,0.005133560205394918,-0.0015891425166009682,0.06985966478439223,-0.04654234104276451,-0.042599030983042296,-0.09285667404352266,-0.05413143304273912,0.07069612633340314,0.16081937271168897,-0.1414606550529012,0.22557072975627582,0.11802876832207557,0.07138824939000767,-0.046153471821451415,0.06052246128070264,-0.04358838171388226,0.05544247149174002,-0.09529054566976693,0
