name,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,bug
org.apache.poi.ddf.DefaultEscherRecordFactory,0.03538003164608132,0.2149884267528059,-0.12116151473830994,0.42059523918456165,0.03973205583627409,0.24076031069095066,0.028028142765641518,0.37228720485804784,-0.5115721894897217,0.0738619081457375,0.37456198777329813,-0.1478359961908472,-0.03670097678024689,0.11744337360576532,-0.09934828431327168,-0.09635511802411716,0.08640246224950165,-0.10264677853553465,-0.20323155040739369,0.019621558672830403,0.024842374027213513,-0.007586313664722283,0.0032233270409881658,0.020321747326935605,0.04830594178817666,-0.0729609102691346,0.13969425447985523,-0.011657681600140832,-0.023230280652222244,0.02940704627986719,-0.032050948058482846,-0.08879981483713341,1
org.apache.poi.ddf.EscherArrayProperty,0.0030641759179361136,0.17613529594248234,-0.03977705975082026,0.12760678615509016,0.001741199219741412,-0.05373285958419871,0.05739614353177172,0.05632606497581154,-0.009095871716854284,0.3002727810122216,-0.18311200960182078,0.17773436904935125,-0.08898418285166654,-0.12070641950591976,0.33667550762786547,0.25036051103227325,-0.27976435456493104,-0.06520415451433839,0.2549665301608121,0.019956602921549108,-0.2531365222467822,0.12782467238700054,0.09789241999189703,0.14975399045259347,0.23931684886799331,0.016923622369272775,0.4313505937023873,0.24116741292927749,-0.11366231010533516,0.06485262099143874,-0.09157270929439972,-0.0145671536957271,1
org.apache.poi.ddf.EscherBSERecord,0.00325951748773207,0.2541094235636874,-0.05382814172657607,0.1963053992985988,0.055066890377314444,0.08591825065168908,0.02955043532836037,0.20156643521846865,-0.4184346312621246,0.432726500769916,0.36029875953991164,0.10503437082232968,0.10607359194041001,-0.10599747273971726,-0.36393261130385485,-0.015141486623030026,0.17014057559391563,0.12631300377969226,0.22636829709940837,-0.11533077163980282,-0.12359382862717193,0.010055975552690102,0.05065719289981868,0.09111170186040156,-0.044284551154925654,-0.008947160074770583,0.0012431958110496434,0.009233589864137422,-0.1197673550539809,-0.14325752425069732,-0.04788974666037572,-0.09347991703564358,1
org.apache.poi.ddf.EscherBitmapBlip,0.0076602267933574735,0.20924960237121273,-0.05860349107042789,0.20485903936227412,0.0619440032689137,0.04637990821969625,0.053217917809311344,0.26910541350493833,-0.370641574419457,0.43970196682418844,0.38170430706580827,0.1429175365742889,0.14186981946682922,-0.11125072658485306,-0.376788654257908,-0.018359784208302726,0.18688695364234045,0.1493405200496507,0.2132203749134489,-0.09194100882110937,-0.10847088500319077,0.024185827966972866,0.02306810731330429,0.03097173025882824,0.016018553663596977,0.027654848065401468,0.053738614752784124,-0.024413967817943513,-0.1642063856791128,0.03754675776574543,-0.0014780927756674615,0.0007383122776312975,1
org.apache.poi.ddf.EscherBlipRecord,0.026203151095490755,0.21606224535207294,-0.07864127087432092,0.2617929028126672,0.07082389567204699,0.14695817128903238,0.049849743664814934,0.34799691503429747,-0.4855317198291634,0.3550841243211524,0.41598821120003826,-0.004994500317146218,0.1205405849963789,-0.001784263145204945,-0.2810152808763558,-0.03369618021253298,0.11967626222689282,0.10354195350130076,0.14339252679727033,-0.0700203871811059,-0.07886414169038987,-0.0012525887210137314,0.02148896740888565,0.07819566774883605,0.011204568809623392,0.05300405112970049,0.08793572969762592,0.036813705867336205,-0.13841765605235637,-0.04253467200714898,-0.03536584073114025,-0.02506815337724182,1
org.apache.poi.ddf.EscherBlipWMFRecord,1.8550534901659882e-05,0.29805767102372477,-0.06182473774971202,0.1787639283555587,0.02978340551269745,0.02620695597255288,0.09606763240060684,0.32629357553500843,-0.34916117533590896,0.46952124331548756,0.2434984081027741,0.2129823236202381,0.053961096807742116,-0.08943600047099305,-0.38795716375933126,-0.11451404326258424,0.1997368940692182,0.09219489900944991,0.19806544292650907,-0.028623290524441517,0.0239955492509499,0.08384418920406925,-0.023478092532441024,-0.055381486352654954,0.0752097288178393,0.04217252274073438,0.12148565638265443,0.04446939390316811,-0.09404341973641067,0.058541703135611946,0.020826875605519525,-0.004083171809019224,1
org.apache.poi.ddf.EscherBoolProperty,0.006959430380425482,0.17956103597577178,-0.08269409208571786,0.40958003512550356,-0.038028901204026695,-0.05633562161334198,-0.030564588853574867,-0.21583209198602143,0.004118224137371532,0.27724033568440654,-0.19079291024331504,0.04102099516874629,-0.2467707478503106,-0.1367074126735371,0.42825427924971593,0.2800589208868043,-0.2145908852942909,-0.16316523681355452,0.1269670906649431,-0.06850918045422524,-0.25192608820343515,0.007313540705076248,0.08097401416659124,0.13952747553726957,-0.026062277894556476,-0.19241875155383645,0.05432732099404386,0.08222128358753372,0.10556470347880499,-0.06115229120266143,-0.1379861831472977,-0.14220927552478957,1
org.apache.poi.ddf.EscherChildAnchorRecord,-0.0012749591911063204,0.22842566702319161,-0.05678262123277106,0.214768685464933,0.02170540085780298,-0.028051250920495447,0.0882078364279444,0.22905582080699127,-0.2819389131050792,0.5111634743894082,0.19339260754206175,0.26313970729887354,0.06556926160036458,-0.0992629093906245,-0.41604037804274646,-0.14054143030356994,0.2177897156017228,0.12144589414211747,0.24276211802988507,-0.047155202541450184,0.05932054279294332,0.02582334888737188,-0.04087956969281268,-0.07603979369412911,0.05841775535592679,0.05806472539649629,0.07366936533764532,0.15450385685443185,-0.07162457040307514,0.07549169352583637,0.0024350177166114558,-0.025592865906043642,1
org.apache.poi.ddf.EscherClientAnchorRecord,0.0008316536727926949,0.25233478567614653,-0.08388882363994908,0.3591401665943329,0.005891301779037406,-0.10170179856091492,0.0933195684399622,0.16927571354354748,-0.22645877518419769,0.7070733664239477,0.13376105578268105,0.1710751800329236,-0.04237556721926423,-0.08114798231628144,-0.17855522758276154,-0.0668329096656715,0.17397847668176494,0.1194546018482568,0.17309522929973586,-0.05586580412674185,0.08364850358706906,-0.017158266660471717,-0.05772375689085537,-0.06653060320384171,-0.0009740978068670361,0.022491513316569213,-0.031007907547828825,0.05463845344482351,0.02834276947574998,0.07612296029042202,0.06092809481925652,0.044807799231874355,1
org.apache.poi.ddf.EscherClientDataRecord,0.003341925019328237,0.2249177329456299,-0.09431567100581782,0.4292540481048088,-0.012667476251161089,-0.15847842340297755,0.07883328159030385,0.07078800811372024,-0.11974328207659138,0.757768082995828,0.03612964698451352,-0.009090379744573544,-0.17015860976978062,-0.014089267847986787,0.17560123356255067,0.013779171638618692,0.05073298597692174,0.021968107426973246,-0.016174016822269963,-0.036911585418742475,0.07041712884048708,-0.08540922937128742,-0.04796257644533546,-0.03078891517751285,-0.07649381786569266,-0.05546755747386544,-0.13889929960209974,-0.08223117644249278,0.04873991143368257,0.04144093507368437,0.07695755013445124,0.06668829251973914,1
