name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,bug
org.apache.xalan.Version,9,1,0,1,18,36,1,0,9,2,81,0,0,0,0.111111111,0,0,8,2,1.1111,0.00047287081515194005,0.07672312148436862,0.0003459368342641663,-0.11529637972313447,-0.018165000299392733,0.060385769452888934,-0.10306101536890185,-0.025928113066841806,-0.1533887778207273,0.10788294542173811,-0.001039668154789362,0.10634246674320597,-0.00020622681409683175,0.050614865960788596,0.08647182710474129,0.041046027944416974,-0.02070987860262484,0.07364190711019249,0.12747153837032668,-0.08191977535329253,-0.28153751377508646,0.03744270353293489,-0.30992660553228263,-0.033454294978868294,-0.11392079450966651,0.00509098317689596,-0.025535735699946004,-0.006575121850299545,-0.2449450664889217,-0.7509083234265795,-0.18560297553345165,0.16937852478553486,1
org.apache.xalan.client.XSLTProcessorApplet,29,5,0,2,83,298,1,2,21,0.879251701,801,0.904761905,1,0.94214876,0.344827586,3,5,25.89655172,10,1.5172,0.0010961320335339294,0.1623926875614935,0.00012074982297017854,-0.2910527121860869,-0.07510464200744234,-0.05159215777069701,-0.10735118098164473,0.01980210227337798,0.08008575610837083,-0.06244064428394781,0.1923479494734602,-0.11714763088092296,-0.01231320476811075,0.03609960982351577,-0.061328108394959994,0.07050094599470354,-0.342109497502255,0.059718151439142796,0.07391552928152997,-0.23992685712039744,-0.3079135433812997,0.10977218986586576,-0.12768165128315,-0.026862895909225134,-0.26836308745617254,-0.4587513630013107,-0.08363023565456457,0.346231066618541,-0.07268819774081726,-0.1978514724619317,0.1260386354611551,0.1424856627366846,1
org.apache.xalan.extensions.ExpressionContext,7,1,0,19,7,21,17,3,7,2,7,0,0,0,0.476190476,0,0,0,1,1,0.0014451097814945802,0.2166489433824272,0.0012130170290786555,-0.10530060382283023,-0.008310511458009663,-0.01799884571715973,-0.18952924619593492,-0.17284035894290387,-0.0197505217976014,0.043629499893555045,-0.06951232060164454,-0.16616511057520808,-0.10220780510846626,0.11135076569395544,0.11038481903121826,0.045977893318943586,0.11193867020591344,0.084466112941419,0.23997584591077542,0.06813639711977278,-0.5552561521662557,0.12048578313641778,-0.026877493850987685,-0.10023189188502961,-0.22690302703325174,-0.33247428221333,-0.16423457157481516,0.26454441451457944,-0.013537067373823647,0.29487083768267364,0.1347811024351324,-0.15534795134499055,0
org.apache.xalan.extensions.ExpressionVisitor,2,2,0,9,11,0,1,8,2,0,53,1,1,0.923076923,0.625,0,0,25,4,2,0.0012589892509485574,0.3404965875439287,0.0018061043007613546,-0.07410003965332998,-0.12631837484244926,-0.26144672921214207,0.16222703926117693,-0.07775663379221144,0.25535938930666613,-0.18508596647214096,0.16366266320760034,0.11973106457927585,0.24264278521042437,-0.38373741976680437,-0.18778674412770607,-0.0011961664840370808,-0.17983112290981884,-0.02258812256265764,0.048275849431706985,0.03342788356450868,-0.045728247732962815,0.2785165243471812,-0.22982635798998055,-0.01484660373614892,0.016952258290513552,-0.17179094400711462,-0.36983885056157056,-0.004460828484336781,-0.05005070446763405,0.20001646012833824,0.0392709107984488,-0.015998370675801624,1
org.apache.xalan.extensions.ExtensionHandler,7,1,3,13,11,21,7,6,5,1,29,1,0,0,0.349206349,0,0,2.857142857,1,0.8571,0.0009252861546949799,0.15460330740630168,0.0006826358802228801,-0.18482940538172865,-0.1069241237387967,0.04844093577505076,-0.04051874650405316,-0.1159503218779155,0.0020894167470971803,0.019803964667048188,0.0060425966933423106,-0.12498692559691595,-0.002045790172677833,-0.006351203546342336,0.06431036131091031,0.026109278070332986,-0.07696225830521079,0.04494289990539768,0.2068016166835087,0.058563947350694825,-0.42327419490004964,0.2800108521007371,0.04646532003827361,-0.08097199312145914,-0.2249466426995494,-0.3663717776229135,-0.23997946979549237,0.20110300171138912,-0.09722712693523791,0.515183225134249,0.11806184321621031,0.007911266478396645,1
org.apache.xalan.extensions.ExtensionHandlerExsltFunction,9,2,0,16,32,28,0,16,7,0.625,228,1,2,0.461538462,0.325,1,1,24,8,2.2222,0.002289292611586072,0.3879592520730722,0.0018379484866688483,-0.3296638608609181,-0.12946013584181643,-0.24675166262905793,-0.039864302380104834,-0.2158196167102722,0.07858085280778411,-0.025625819147883838,-0.006375505526843487,-0.163015864009332,0.058257761636068,-0.10403667677964511,0.08929839089911651,0.018478831388514354,-0.22591822139712714,0.02193760950937574,0.15116551812602147,0.06155292070225188,-0.31215901518916644,0.3963971585606869,-0.1149654676749935,0.0051149752517853425,0.0716707609793438,0.020392760059836573,-0.2534254511575026,0.32539600621518033,-0.004351959347549804,0.16573305209823935,0.09796087310241786,0.016967138731044842,1
org.apache.xalan.extensions.ExtensionHandlerGeneral,7,2,0,17,52,13,0,17,6,0.87037037,512,1,0,0.545454545,0.366666667,0,0,70.85714286,2,1,0.003417326724253199,0.2619163819434512,-0.0022714572917933635,-0.20112359122870474,0.013023902357900841,-0.15187806226636483,-0.12302977161254833,-0.15063318076664936,0.047897303093010504,-0.022063977789083592,0.08717146775431789,-0.2553856762843096,-0.09909867488107185,0.11705493264448436,0.038948758458283675,0.07887920341422022,-0.2762717412815896,0.028177298709390824,0.1266614679061945,-0.10708883624376925,-0.38918671055431237,0.23409728472015442,0.061686692289050896,-0.02043396235943049,-0.17034410408355583,-0.4286475059154689,-0.16966949257114272,0.05004435531764632,-0.043325561022251914,0.39960999336382536,0.047649004412900625,-0.0007379512537344532,1
org.apache.xalan.extensions.ExtensionHandlerJava,3,2,2,3,7,0,2,1,2,0.5,32,1,0,0.75,0.666666667,0,0,9,1,0.6667,0.00043779785479199426,0.09839723600681355,0.000631647975086619,-0.09379386076183417,-0.07295561574683822,0.06440612581250402,-0.052176360799672424,-0.11894232271693664,-0.0292623622085726,0.04582694832885322,-0.10018375756850502,-0.03560380073755777,-0.04770747556339679,0.09198330419677044,0.11576008826518588,0.012999397478256246,0.17918238755481744,0.0617011055746324,0.17579593504895008,0.03815972978471463,-0.408712570974829,0.2613508118229635,0.007016207946006482,-0.07221228839073011,-0.17182704245462774,-0.4052000280693799,-0.2676373038698401,0.3669140812365523,-0.22620191697102313,0.3805864293406175,0.10339003718399305,-0.03247728621007278,0
org.apache.xalan.extensions.ExtensionHandlerJavaClass,6,3,0,12,48,0,0,12,6,0.2,861,1,0,0.615384615,0.388888889,2,6,142.1666667,6,2,0.0013269798848797307,0.251698619459519,0.0006293245356225826,-0.23218899233508883,-0.041631974739195055,-0.13995506590728862,-0.11268644944262916,-0.2765074099534086,0.016252883236787963,0.02221736536049187,0.06507168490058945,-0.3381549583970762,-0.0412310564149746,0.020941316222667136,0.07016833080844798,0.010656065463652251,-0.25678008164962723,0.04122248293493978,0.22925055233158814,0.09807412091856835,-0.4078484266324122,0.21298221781436813,0.10992039933275362,-0.049329904343498474,-0.17329941429639883,-0.31045492317261636,-0.19645735305943063,-0.02461304425235772,-0.12333583918980215,0.3245294416792809,0.03771531887101794,-0.046314345760517725,1
org.apache.xalan.extensions.ExtensionHandlerJavaPackage,6,3,0,13,51,3,0,13,6,2,851,0,0,0.615384615,0.388888889,2,5,140.8333333,5,1.6667,0.0013539936387004041,0.2523429514185668,0.0006062497795720474,-0.24621026462426024,-0.046908434025681886,-0.13448309792489496,-0.11664026949261405,-0.2575789605484208,0.022911276207868644,0.014983558808317605,0.07969367922115284,-0.3300909266346565,-0.0404323951836519,0.02378401859016908,0.05970272357676628,0.01702995696299108,-0.2750851700520662,0.04484615963508931,0.223842775867026,0.06872268745078328,-0.41643596821918116,0.21334625032177384,0.09082632971959419,-0.04917379510559563,-0.19017597275722492,-0.3393905247324955,-0.1943268513500792,0.01177736223244843,-0.12416001605685661,0.2887126274974583,0.04798810176841515,-0.030091132906286757,1
