name,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness Centrality,Betweenness Centrality,in_degree,out_degree,degree,bug
org.apache.xalan.Version,1.0,0.0,0.0,0.0,1.0,100.0,1.7746913433074951,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
org.apache.xalan.client.XSLTProcessorApplet,11.0,12.0,110.0,10.909090995788574,3.0,27.272727966308594,12.114197731018066,51.98675537109375,49.0,0.8909090757369995,10.0,9.090909004211426,0.424242424242424,4.02032677216004e-06,1.0,11.0,12.0,1
org.apache.xalan.extensions.ExpressionContext,23.0,80.0,506.0,15.810276985168457,1.0,4.34782600402832,21.14197540283203,41.29615783691406,213.0,0.8418972492218018,44.266666412353516,8.748353004455566,0.206159420289855,0.00018376154678014,17.0,7.0,24.0,0
org.apache.xalan.extensions.ExpressionVisitor,11.0,27.0,110.0,24.545454025268555,1.0,9.090909004211426,9.52932071685791,45.48802947998047,41.5,0.7545454502105713,4.0,3.6363637447357178,0.246427024686011,7.73667236031871e-05,1.0,10.0,11.0,1
org.apache.xalan.extensions.ExtensionHandler,16.0,52.0,240.0,21.66666603088379,1.0,6.25,14.23611068725586,51.25,94.0,0.7833333611488342,35.16666793823242,14.652777671813965,0.265763661840261,0.000819244953766021,9.0,7.0,16.0,1
org.apache.xalan.extensions.ExtensionHandlerExsltFunction,18.0,81.0,306.0,26.47058868408203,1.0,5.55555534362793,15.895061492919922,30.02915382385254,112.5,0.7352941036224365,0.0,0.0,0.279548798430603,0.0,0.0,18.0,18.0,1
org.apache.xalan.extensions.ExtensionHandlerGeneral,19.0,50.0,342.0,14.619882583618164,1.0,5.263157844543457,15.625,35.90425491333008,146.0,0.8538011908531189,0.0,0.0,0.275845410628019,0.0,0.0,19.0,19.0,1
org.apache.xalan.extensions.ExtensionHandlerJava,3.0,2.0,6.0,33.33333206176758,1.0,33.33333206176758,0.8873456716537476,51.11111068725586,2.0,0.6666666865348816,0.0,0.0,0.210254518627812,0.0,2.0,1.0,3.0,0
org.apache.xalan.extensions.ExtensionHandlerJavaClass,14.0,46.0,182.0,25.27472496032715,1.0,7.142857074737549,15.007716178894043,36.97718811035156,68.0,0.7472527623176575,0.0,0.0,0.27477261847774,0.0,0.0,14.0,14.0,1
org.apache.xalan.extensions.ExtensionHandlerJavaPackage,15.0,50.0,210.0,23.809524536132812,1.0,6.666666507720947,15.123456954956055,35.831809997558594,80.0,0.761904776096344,0.0,0.0,0.275035936751317,0.0,0.0,15.0,15.0,1
org.apache.xalan.extensions.ExtensionNamespaceSupport,6.0,8.0,30.0,26.66666603088379,1.0,16.66666603088379,9.915122985839844,83.7133560180664,11.0,0.7333333492279053,1.5,5.0,0.210351201478743,3.97565647469159e-06,4.0,2.0,6.0,0
org.apache.xalan.extensions.ExtensionNamespacesManager,7.0,9.0,42.0,21.428571701049805,1.0,14.285714149475098,3.472222328186035,60.81081008911133,16.5,0.7857142686843872,5.5,13.095237731933594,0.21042899408284,0.000445345021276486,5.0,2.0,7.0,0
org.apache.xalan.extensions.ExtensionsTable,10.0,21.0,90.0,23.33333396911621,2.0,20.0,13.34876537322998,58.2491569519043,34.5,0.7666666507720947,11.666666984558105,12.962963104248047,0.234349258649093,0.000149510823484563,2.0,8.0,10.0,0
org.apache.xalan.extensions.MethodResolver,15.0,36.0,210.0,17.14285659790039,2.0,13.333333015441895,19.405864715576172,47.09737777709961,87.0,0.8285714387893677,13.333333015441895,6.349206447601318,0.180183023035657,2.22152007132423e-06,2.0,13.0,15.0,1
org.apache.xalan.extensions.ObjectFactory,4.0,2.0,12.0,16.66666603088379,2.0,50.0,1.1188271045684814,74.35897064208984,5.0,0.8333333134651184,3.0,25.0,0.392857142857142,0.000510879302047448,2.0,2.0,4.0,0
org.apache.xalan.extensions.SecuritySupport,2.0,0.0,2.0,0.0,2.0,100.0,0.5015432238578796,100.0,1.0,1.0,1.0,50.0,0.529411764705882,0.000419454093228697,2.0,1.0,3.0,0
org.apache.xalan.extensions.SecuritySupport12,9.0,0.0,72.0,0.0,9.0,100.0,0.3858024775981903,100.0,36.0,1.0,36.0,100.0,1.0,0.00038356895426238,9.0,9.0,18.0,0
org.apache.xalan.extensions.XSLProcessorContext,32.0,140.0,992.0,14.112903594970703,2.0,6.25,26.466049194335938,32.37376022338867,426.0,0.8588709831237793,91.86666870117188,9.26075267791748,0.281899109792284,0.000120812823526633,6.0,26.0,32.0,1
org.apache.xalan.lib.ExsltBase,7.0,12.0,42.0,28.571428298950195,1.0,14.285714149475098,10.493826866149902,70.83333587646484,15.0,0.7142857313156128,4.0,9.523809432983398,0.283783783783783,7.02812680170199e-06,4.0,3.0,7.0,0
org.apache.xalan.lib.ExsltCommon,6.0,3.0,30.0,10.0,3.0,50.0,3.5493826866149902,71.31783294677734,13.5,0.8999999761581421,0.0,0.0,0.182450832072617,0.0,0.0,6.0,6.0,1
org.apache.xalan.lib.ExsltDatetime,3.0,2.0,6.0,33.33333206176758,1.0,33.33333206176758,6.134259223937988,70.66666412353516,2.0,0.6666666865348816,0.0,0.0,0.175384615384615,0.0,0.0,3.0,3.0,1
org.apache.xalan.lib.ExsltDynamic,26.0,83.0,650.0,12.769230842590332,1.0,3.846153736114502,22.106481552124023,32.2091064453125,283.5,0.8723077178001404,9.399999618530273,1.4461538791656494,0.221577726218097,2.9649392574703e-05,1.0,25.0,26.0,0
org.apache.xalan.lib.ExsltMath,4.0,6.0,12.0,50.0,1.0,25.0,9.915122985839844,76.94610595703125,3.0,0.5,0.0,0.0,0.173164097914777,0.0,0.0,4.0,4.0,0
org.apache.xalan.lib.ExsltSets,6.0,10.0,30.0,33.33333206176758,1.0,16.66666603088379,10.532407760620117,70.90908813476562,10.0,0.6666666865348816,2.0,6.666666507720947,0.176633785450061,4.89884262237279e-06,1.0,5.0,6.0,0
org.apache.xalan.lib.ExsltStrings,8.0,14.0,56.0,25.0,1.0,12.5,11.149691581726074,51.42348861694336,21.0,0.75,0.0,0.0,0.175160207506866,0.0,0.0,8.0,8.0,0
org.apache.xalan.lib.Extensions,24.0,60.0,552.0,10.8695650100708,2.0,8.333333015441895,17.901233673095703,44.10646438598633,246.0,0.8913043737411499,18.66666603088379,3.3816425800323486,0.193382589142306,1.98709009567822e-05,1.0,23.0,24.0,1
org.apache.xalan.lib.NodeInfo,6.0,8.0,30.0,26.66666603088379,1.0,16.66666603088379,14.23611068725586,68.08118438720703,11.0,0.7333333492279053,0.0,0.0,0.176034589252625,0.0,0.0,6.0,6.0,1
org.apache.xalan.lib.ObjectFactory,3.0,0.0,6.0,0.0,3.0,100.0,1.0416666269302368,100.0,3.0,1.0,2.0,33.33333206176758,0.392857142857142,3.27582181435262e-06,1.0,2.0,3.0,0
org.apache.xalan.lib.PipeDocument,30.0,96.0,870.0,11.034482955932617,1.0,3.3333332538604736,24.768518447875977,31.672422409057617,387.0,0.8896551728248596,0.0,0.0,0.286502759658805,0.0,0.0,30.0,30.0,0
org.apache.xalan.lib.Redirect,19.0,74.0,342.0,21.637426376342773,1.0,5.263157844543457,23.61111068725586,33.40611267089844,134.0,0.7836257219314575,0.0,0.0,0.278400780107264,0.0,0.0,19.0,19.0,0
org.apache.xalan.lib.SecuritySupport,2.0,0.0,2.0,0.0,2.0,100.0,0.46296295523643494,100.0,1.0,1.0,1.0,50.0,0.529411764705882,4.02032677216004e-06,2.0,1.0,3.0,0
org.apache.xalan.lib.SecuritySupport12,9.0,0.0,72.0,0.0,9.0,100.0,0.3858024775981903,100.0,36.0,1.0,36.0,100.0,1.0,1.42944951899023e-05,9.0,9.0,18.0,0
org.apache.xalan.lib.sql.ConnectionPool,5.0,6.0,20.0,30.0,1.0,20.0,1.4660494327545166,66.66666412353516,7.0,0.699999988079071,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0
org.apache.xalan.lib.sql.ConnectionPoolManager,4.0,2.0,12.0,16.66666603088379,2.0,50.0,2.6620371341705322,87.3417739868164,5.0,0.8333333134651184,2.0,16.66666603088379,0.666666666666666,3.32545547820645e-07,2.0,2.0,4.0,1
org.apache.xalan.lib.sql.DTMDocument,27.0,59.0,702.0,8.404558181762695,1.0,3.7037036418914795,22.91666603088379,42.76457977294922,321.5,0.9159544110298157,25.16666603088379,3.5849952697753906,0.303744798890429,3.64097786107913e-05,2.0,25.0,27.0,1
org.apache.xalan.lib.sql.DefaultConnectionPool,7.0,3.0,42.0,7.142857074737549,4.0,57.14285659790039,2.8163580894470215,85.88235473632812,19.5,0.9285714030265808,8.0,19.047618865966797,0.369565217391304,8.07539710901776e-06,2.0,5.0,7.0,0
org.apache.xalan.lib.sql.ObjectArray,3.0,1.0,6.0,16.66666603088379,2.0,66.66666412353516,1.3888888359069824,85.71428680419922,2.5,0.8333333134651184,2.0,33.33333206176758,1.0,7.44504957807415e-07,3.0,1.0,4.0,0
org.apache.xalan.lib.sql.ObjectFactory,3.0,1.0,6.0,16.66666603088379,2.0,66.66666412353516,0.3472222089767456,81.81818389892578,2.5,0.8333333134651184,1.0,16.66666603088379,0.392857142857142,7.44504957807415e-06,1.0,2.0,3.0,0
org.apache.xalan.lib.sql.PooledConnection,1.0,0.0,0.0,0.0,1.0,100.0,0.270061731338501,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
org.apache.xalan.lib.sql.QueryParameter,3.0,5.0,6.0,83.33333587646484,1.0,33.33333206176758,1.080246925354004,68.29268646240234,0.5,0.1666666716337204,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0
org.apache.xalan.lib.sql.SQLDocument,14.0,31.0,182.0,17.03296661376953,1.0,7.142857074737549,9.645061492919922,54.824562072753906,75.5,0.8296703100204468,7.0,3.846153736114502,0.221724524076147,8.34909131255458e-06,1.0,14.0,15.0,1
org.apache.xalan.lib.sql.SQLErrorDocument,5.0,6.0,20.0,30.0,1.0,20.0,6.172839641571045,69.26406860351562,7.0,0.699999988079071,3.0,15.0,0.269607843137254,7.60458635474716e-06,1.0,4.0,5.0,0
org.apache.xalan.lib.sql.SQLQueryParser,6.0,8.0,30.0,26.66666603088379,1.0,16.66666603088379,7.9089508056640625,75.9259262084961,11.0,0.7333333492279053,2.0,6.666666507720947,0.189837008628954,2.54376555957348e-06,2.0,5.0,7.0,0
org.apache.xalan.lib.sql.SecuritySupport,2.0,0.0,2.0,0.0,2.0,100.0,0.46296295523643494,100.0,1.0,1.0,1.0,50.0,0.529411764705882,8.04065354432008e-06,2.0,1.0,3.0,0
org.apache.xalan.lib.sql.SecuritySupport12,9.0,0.0,72.0,0.0,9.0,100.0,0.3858024775981903,100.0,36.0,1.0,36.0,100.0,1.0,1.78681189873779e-05,9.0,9.0,18.0,0
org.apache.xalan.lib.sql.XConnection,21.0,50.0,420.0,11.904762268066406,1.0,4.761904716491699,21.14197540283203,42.87949752807617,185.0,0.8809523582458496,24.16666603088379,5.753968238830566,0.224574669187145,5.07902028043418e-05,2.0,21.0,23.0,1
org.apache.xalan.processor.ProcessorAttributeSet,13.0,31.0,156.0,19.871795654296875,1.0,7.692307472229004,22.029321670532227,51.11906814575195,62.5,0.8012820482254028,8.5,5.448718070983887,0.250881834215167,2.55979591339903e-06,1.0,12.0,13.0,0
org.apache.xalan.processor.ProcessorCharacters,14.0,32.0,182.0,17.58241844177246,1.0,7.142857074737549,21.412036895751953,54.252201080322266,75.0,0.8241758346557617,14.0,7.692307472229004,0.248038360941586,1.88596502018691e-05,2.0,12.0,14.0,1
